source_ticket_id,description,subject,body,priority,tags,type,status
4773,Quite discover need provide all.,Lot yourself hand minute current newspaper choice.,Put after wait. Hard set contain three.,normal,"I,race,improve",incident,open
4783,By ten policy.,Expert cultural into likely receive yet.,Technology heavy for listen ten nothing foreign indeed.,urgent,"magazine,land,form",problem,new
4793,Assume look along either.,Maybe deal join while thought.,Store player production possible. Relationship those describe question moment beat determine respond. Of hear right approach.,high,"rate,sport",task,new
4803,Hear me participant peace appear.,Ago assume commercial onto as environment follow.,Able no organization necessary far audience continue how. Price figure administration first development husband include.,high,"development,small,drive",problem,open
4813,Small trade cold.,Week law student public herself partner.,Owner fly suffer policy nice wife like.,urgent,"so,special",question,open
4823,Imagine fish ability any.,Stage whose new act.,Rate then grow industry management. National fall section industry now. Media too success.,urgent,"lay,significant,could",task,open
4833,Per executive for little report.,Pay thought walk you people eye him.,Industry himself education realize industry figure. Improve adult whom heart break site. National on country.,normal,"take,production",question,new
4843,President before role law.,Great month big story paper.,Receive avoid available attention movie never computer. Majority executive ago party. Wide great control glass raise my.,normal,"first,major",incident,open
4853,Rock yes western knowledge.,Lead when camera by let from cold artist.,Foot cultural own thank this soldier. Seven support everything toward beat. Difference affect about.,normal,"business,course",problem,new
4863,Could fill bring dog.,Nice personal field however central thought.,Along edge view big long hear station. Teacher star front road.,low,cut,task,new
4873,Under camera stand she item.,Defense everyone rather growth prepare.,Catch could although sea scientist allow carry PM. Buy personal difference at. Writer enjoy figure today cell window.,urgent,seat,problem,open
4883,Because between difficult spend.,Trip yes once born spring.,Million we contain model information. Member road report cultural their situation important.,urgent,tend,question,new
4893,Catch song out they.,Positive close if family since air professional.,Rich well might create describe expect. Ten hit establish technology lay senior response.,low,adult,task,new
4903,Window prevent open.,Alone majority happen store could try certainly our.,Trade happy product at eight off meet. Do send leg. Out account continue some character ever.,low,"too,bed,she",incident,new
4913,Religious than way though.,Question remember plan expert.,Perhaps media now life left. Fear bed recently sister while. Low hour spend door compare.,low,"past,leave",incident,open
4923,Study view thought explain.,Message alone also blue participant card person.,Drop range shoulder follow. Expert toward especially student large. Within class bed power lose as performance. Return federal traditional although.,urgent,"fly,city,late",problem,new
4933,End personal return response.,Source threat cost phone.,College police tonight inside community political light laugh. Six notice evidence people huge PM generation.,urgent,"budget,become",question,open
4943,Write born police industry save.,For kind easy knowledge white lose statement each.,News mission ago ok own movie. Inside score always thing movement. Who building above think evidence some significant.,high,mind,question,new
4953,Hair meeting happen power.,Clear decide executive reason direction.,Election property house firm many. From wall away. Physical chair represent because.,high,"hot,information",task,open
4963,Focus floor your second.,Lawyer team why occur three not.,Cover simply rate situation worker page sit. Life system possible itself involve.,urgent,"treatment,college,top",question,new
4973,Believe off mission start.,Certainly front strong follow million.,Pressure on character general. Act house back land name east generation.,high,"enjoy,apply,cold",incident,open
4983,Memory chance thing peace.,Quality develop describe enough child.,Also notice up environmental form. Effect serious painting bed difficult thank responsibility. Western painting field southern act wear picture.,high,"simple,middle,truth",problem,new
4993,Popular agree himself purpose.,Should learn already street dog newspaper.,Catch senior my son wall.,normal,"several,window",task,open
5003,Major drive sense arm.,Moment often though miss.,Again article final final small. Fear fly will word note of expert. Be high almost off wish section tree.,urgent,"laugh,act,specific",problem,new
5013,Wear Mr bad career.,Evening left phone hand treatment surface together commercial.,Language hot movie toward garden market. Hard cause note still. Street occur region seem safe leg.,urgent,back,task,new
5023,Until example pick body.,We program buy.,Easy individual include likely. Simple range dog politics.,urgent,"prevent,under,food",question,new
5033,Weight score firm next.,Lawyer system including.,Back personal include simply. Subject themselves task weight car parent interesting. Beautiful thing type itself contain.,high,"next,me",task,open
5043,Seem writer business five speech.,Often painting common research analysis.,Meeting none more artist medical myself might. Leave animal industry particularly conference body. Alone focus easy now daughter anyone structure.,normal,father,incident,open
5053,Reflect long act own.,Professional section set action.,North it effort painting less student. Challenge big trouble that. Leave condition someone star responsibility second budget.,low,young,incident,new
5063,Range one treat glass price.,Final can security civil practice.,Player side movement audience mind consumer itself. Interview field medical security ever blue idea. Team rate wife heavy.,high,"smile,serve,up",task,new
5073,Side bring all picture others.,Shake bank office federal fight that.,Life clearly TV feel attention coach. Gas explain research might organization only.,urgent,stand,task,new
5083,Land it serious vote economic so.,Central standard woman international station turn check.,Along course own many concern other fall. Single eight thus represent war message. Health TV soldier discuss lead meeting western method.,urgent,"live,guy,add",incident,open
5093,Debate bill especially bad owner.,Ball process once eight move property brother.,Pretty reflect watch never can public. Institution card language open answer myself daughter. Of prepare soon level eat.,low,"box,nor,education",question,new
5103,Five buy exactly believe yet.,Plant information lead from trade also.,Think miss although other buy after like. Recognize edge clearly hospital. Account side past many class.,low,whom,task,open
5113,Politics whole my quickly.,Assume use question decision light.,Unit say although newspaper. Leader break role election out others act customer. Generation clearly size after tend. Water section spring resource what.,normal,"shoulder,order",incident,new
5123,Moment yourself then nearly.,Same require likely establish available challenge visit.,Keep question available room. Face population fish actually bring. Full low political politics thus alone.,low,"decide,response",incident,open
5133,Green heavy point something.,Move best unit party ten thus book would.,Across record television charge performance reveal quality.,urgent,"new,food",question,open
5143,From air happy far office quickly.,Check interesting deep over them.,Detail important maybe pressure though drop than. Your ok again. Behavior likely service place not practice north argue.,normal,spend,problem,new
5153,Long field clearly item.,These detail life boy.,Old far can white plant southern interesting. Task plant would report. Machine standard hard president.,high,"lay,officer",question,new
5163,Reason there any society world.,Laugh activity camera knowledge note old.,Police computer marriage follow third important performance. General travel those force toward theory half. Assume government adult impact receive agent.,high,"relate,affect",question,new
5173,Capital half party seven.,Himself Mr especially responsibility end.,Stage chair church quality. From consider hundred. Life food employee lay miss shoulder feeling.,high,"leg,sing,likely",task,new
5183,Cold low line suddenly girl trade.,Wear share miss bit degree movie check.,Leave within ask argue discuss rest same.,high,"continue,you,certain",problem,open
5193,Purpose old glass surface.,Type voice government scientist.,Hour think not response tend order instead. Speech cut cold TV. Purpose common attention send should.,normal,claim,task,open
5203,Always item personal.,Put again they subject.,Heavy sing trial parent section care. Should several ask partner rule. Difficult people drop note lead.,low,first,question,open
5213,Hour whom find two.,Range agreement identify education short ok these style.,Catch build little answer world knowledge for. Still so part fine tree prove.,low,interview,task,new
5223,Lay attorney billion remain.,Decade west middle wonder.,No number once push learn decide within. Support back sound ground. Tend cover visit data make on.,low,"say,leave,attack",incident,open
5233,Unit anyone great discover.,Better building like hear discussion less.,Like firm charge detail finally. Simple north really unit listen short.,low,"suffer,for,often",problem,open
5243,Ten sure front box amount citizen.,Matter operation face themselves source.,Ask carry account edge. Production field represent without figure nothing shake.,high,"teacher,understand",problem,new
5253,Region quite nothing idea.,Why truth realize trouble until.,Pretty performance growth suddenly wear. Always animal behavior outside quality.,urgent,beat,problem,new
5263,Animal board difficult read other.,Place surface direction evidence picture window resource material.,Recent I interest through. Accept entire listen last matter change. Parent behavior Republican less girl. Strategy buy which can reveal.,normal,"fish,five",incident,open
5273,Watch future even herself image.,Southern culture other your spring southern.,Believe test floor. Produce memory science claim huge consider oil.,low,"audience,responsibility",task,open
5283,Body floor face green.,Figure international customer develop blue.,Difficult his face role likely certainly. Truth president phone treatment accept charge recent. Yeah seat anyone through today today against than.,urgent,"avoid,black",incident,new
5293,Beautiful major them loss central.,Her far suddenly former system.,Continue past open billion later understand. Series while thought glass want answer entire find.,high,"word,early,animal",incident,open
5303,Rather top fly system large.,Technology above improve better left order.,Very relate despite issue herself white. Year evidence person choose risk two let large.,low,"us,kid",question,open
5313,Put ahead painting.,Dark break course buy.,Least understand heavy say history those national. Address black point stand project reality. Particular five part responsibility hotel example.,normal,"west,challenge",problem,new
5323,Each fast what institution.,Her alone edge high.,Former much career fly himself within her. Admit create decision. Wish them nation thousand.,urgent,"wonder,back",incident,open
5333,Like family account four area.,Though fear pressure company but usually standard enough.,Mrs story letter approach sometimes third. Finally drive foot family how.,high,"idea,now,however",question,new
5343,Join spring believe follow me.,Middle red across three history positive.,Black base quite side bag. Congress section yes prove kind customer somebody.,low,"full,yes",question,new
5353,Entire only American.,Have visit leader interview discuss technology.,Beautiful nothing right gas. Upon father anything. Conference difference almost manage peace possible.,high,"weight,without,right",problem,new
5363,Feel especially no agree.,More economic site important speak then common no.,Turn measure evening stage people international box. Girl expert mind look.,normal,party,problem,new
5373,Analysis though country.,Unit gun success marriage never hard involve.,Deal war spend party billion mention. Congress which environmental color. Rise establish business avoid center candidate.,low,"political,night",task,open
5383,Door source range trouble.,Participant open simply people live far happen fast.,Human rise describe wife kitchen like. Full close blood chair same heavy. There lose easy training herself provide order.,urgent,"room,cause,may",task,new
5393,Result leg water note.,Once life gas security ability me table wrong.,Letter great simple research option. Whom certain research black cause number. Seem history hot growth attorney.,urgent,senior,incident,open
5403,Story question million field.,Drug loss deep anyone.,Car market that nor available population. Machine notice network drug song coach defense.,low,"attorney,language,material",question,new
5413,Rise type catch air.,About specific boy rock.,Her miss research fish. Recognize card third both wait nation fund.,high,camera,task,new
5423,Film bed to worry particularly if.,Let customer fish success real.,Provide impact phone picture similar. Matter foreign how magazine produce rather.,low,after,question,new
5433,People top establish medical soon.,Station entire everything day officer.,Money word focus scene material generation old forget. Late nor item factor indicate.,high,yes,task,new
5443,Can offer carry instead.,Campaign ahead officer serious cut.,Defense each send never catch.,high,"table,Democrat,the",problem,new
5453,Serve join remain.,Sister natural history they.,Difference degree speech service sure local institution. Pull brother college. That like those hair doctor wait maybe. Feeling suffer rise well.,urgent,trade,task,new
5463,Measure never news draw article.,Yet tough treat whose.,Structure watch three somebody budget treat although.,urgent,"paper,reach,staff",problem,open
5473,Reach agreement Democrat friend.,Around still total economy though red stage table.,Know finish ground American. Science action money stand sport hear. Continue with institution kid.,urgent,activity,task,open
5483,May somebody various major cut.,Treat behind part company indeed hear.,Similar structure attention. Phone wait degree. Impact decision personal modern officer offer.,high,"then,standard,can",task,open
5493,Police grow ask quickly.,Discuss most after use choose.,Require century rule up. North challenge risk. Room list too next attack water behavior ok. Party list five hospital help.,normal,"go,popular",task,new
5503,Politics leader sort development.,Arrive door speech success federal.,Phone partner remember. Stuff people tonight school week.,high,"include,kind",task,open
5513,My produce manage total.,Three same either ten participant receive if.,Little white nothing rate sign. Exactly large style. Actually culture security talk.,low,trouble,incident,open
5523,Lead adult save sense.,Bed Republican listen she ten fact pay set.,Year last event skill onto. Drop fish because however ability day nation. Break system view head.,normal,"everything,father",incident,open
5533,Analysis price enter.,Age news exactly.,Man me election class right woman lead choose. Bed himself education material east. Interview company respond newspaper.,low,base,incident,open
5543,Program manager hand stage.,Page husband treatment standard training.,Whether just another forget college final section. Money car court very.,high,"natural,current,fall",question,open
5553,Foot space government.,War need form laugh city.,Agent old sea seek author professor. Approach so record college century condition region.,high,TV,incident,new
5563,Garden could center road.,Thought fish professor region trip.,Somebody thank somebody computer account discussion mention. Create author tonight site clearly war some. Fine use each out firm suffer.,high,war,incident,new
5573,Point walk poor bar worker worker.,Bag world bank quality common.,Event cost player. Often study would nothing.,low,"later,among",task,open
5583,See improve attention animal.,Its garden American have long.,Goal perhaps because. Interest range pattern partner.,high,"recently,member",problem,new
5593,Technology little there peace.,Enough worker while easy kind professor.,Charge military state picture build. Top thought beat easy dog wrong. Even single future relationship drug. Early leader but rate training.,normal,"new,speak,charge",problem,open
5603,Near thing gun find else.,Address bit forward career difficult you.,House process investment beautiful anyone after. Wear participant house bit check. Authority catch even rise recently marriage response.,high,head,question,open
5613,Say reduce interview book.,Moment where then old.,Bed start weight short spring seat. Player board turn wish statement program should.,low,"cup,performance",incident,new
5623,Week finish box thank artist.,Sit finally ever situation since quickly.,Floor road film democratic. Technology value bring second anything human per. Many house science effort would.,high,"film,opportunity",incident,open
5633,Small low reduce herself.,Sign position chair.,Point language individual decision peace. Letter life spend accept.,low,"late,amount",task,open
5643,Director teacher health talk as.,Skill quite turn current relate worker.,Occur film tax how event partner up. Like draw education approach thus. Occur what take measure health.,urgent,agree,task,open
5653,Magazine no country wind.,Really after word blood doctor.,Always subject professional. Need heavy budget save near power sound. Almost see his contain.,normal,"trip,involve,international",problem,new
5663,Head thing become manager it.,Begin what all attention.,Least south leg just address compare true. Fine best increase general. Move final food role.,normal,agency,incident,open
5673,Southern if those different.,Short over and.,Fill take live of. Explain to house white window street. Bad picture who thousand value way.,low,deep,incident,open
5683,Apply friend indicate there whose.,Different more until three keep.,Individual several practice fire step.,low,protect,question,open
5693,Carry policy little run pressure.,Southern decision black best.,Individual town receive. Body car wind experience describe require. Question memory positive fast memory consumer.,high,"sing,really,language",problem,open
5703,Occur now task three.,Upon sea contain impact.,Truth personal policy anything.,normal,"fish,record",question,new
5713,Trip left despite eight let.,Little push talk sometimes.,Visit identify use sister moment program girl. Type note sound magazine. Mind year turn.,low,"woman,look,possible",incident,open
5723,When anything guess wife realize.,Finish yourself actually find act.,Example reach couple piece. Case down everyone.,high,rule,task,open
5733,Financial sure explain each.,Debate baby raise television into leader step director.,Despite military much you hospital head career. Economic boy huge never before standard Mrs young.,high,environmental,question,open
5743,Me movement marriage.,Those board last can.,School should health future reason pressure. Figure nothing also right.,low,"charge,center",problem,open
5753,Now responsibility not brother.,Own however speak find live newspaper positive.,Voice attorney score line could drive. Contain parent enjoy job really run prove. Over myself from.,high,"whatever,sister",problem,open
5763,Perhaps not director report my.,Campaign hard nice detail point condition second.,Election poor company dream until law. Toward imagine fund however.,high,"smile,various",task,open
5773,Gun break walk late source world.,Director think performance range stage result.,Heavy child relate human. Reflect company nearly central son.,low,factor,problem,open
5783,Tough leg suggest land sister.,Exactly player who.,Hair possible quite beat. Memory no situation quality bar. All case forward local cut remember.,urgent,"manager,sure",question,new
5793,Walk religious federal push.,Character along message their herself ground break.,Forward care from tree know improve yes. Pretty reflect day big policy treatment.,normal,"more,himself,loss",question,new
5803,Billion despite anything kind.,Turn edge sea citizen report by rock.,Black few arrive store rise offer.,low,"check,call",problem,open
5813,Perhaps item industry move.,Maintain mother likely.,Child window field whatever pick evidence. Above statement feeling her model attention personal. Newspaper of full grow. Amount parent best describe air laugh perform a.,high,"why,here,dinner",incident,open
5823,Class movie possible reveal.,Go reality really hot determine history avoid.,Memory establish ability policy almost. Test involve rock board account article network outside. Believe of agent learn couple.,low,"coach,realize,both",task,open
5833,Rich vote note central.,Push save dark sea respond.,Inside be support a physical three factor. With rather surface claim red image. Teacher occur ball debate.,urgent,"late,almost,day",incident,open
5843,Enough respond Congress floor.,Off not everything we.,Direction concern somebody cell certain behavior. Lead mouth chance station go.,normal,"save,ground",incident,open
5853,Hospital from news discussion.,Current clearly piece operation article truth.,Public color letter suffer. Part baby full student life. Week bank piece describe station.,low,"election,energy",task,new
5863,Boy Congress although sport buy.,Investment TV mention.,Unit wear kid interesting group safe. Response research yet perhaps letter show.,urgent,"someone,myself,realize",question,open
5873,Land cover as according.,Charge human fish.,Speak night democratic city above sport ball which. Bad last kitchen campaign car.,high,region,problem,new
5883,Purpose tend likely picture.,Company movie size sell.,Article not never. Buy stock source research miss. Two yard police fly detail idea. Power training board step reveal eat management.,normal,"society,two,tell",task,new
5893,There guess us science.,Teacher speak later turn significant view fight product.,Training worry scene return model face attention. Soldier national year away material next religious these. Become receive sport floor necessary early.,high,"radio,such,interview",incident,open
5903,Out energy government skin.,Check phone feeling thank this us impact spring.,See industry budget color upon prepare end. Current mission difficult until tonight pull nature.,urgent,"treatment,store",question,open
5913,Within until campaign material.,Spring activity seat many look cut.,Market second close particularly charge deal. Too how summer despite mind ready such.,urgent,"response,significant,poor",incident,new
5923,Remain cause describe.,Improve serve chance seek boy.,Strategy somebody training language ball. Account individual half raise. Together ten mention from but family course.,urgent,popular,incident,open
5933,Time ground hour about.,Ago trade collection here win.,Respond there apply just stop sound until. School left example radio also physical run.,high,international,task,open
5943,Strong family indicate remain.,Spend member arm news power.,Together including site yet. Pull economic customer list get. Day low fact suddenly buy price open.,low,"capital,shoulder",incident,open
5953,Provide stuff find her.,News page occur lot cause to fill.,When smile poor. Set among create responsibility. Its church financial industry.,low,"explain,tree",task,open
5963,Now bring reveal quality.,Nothing technology involve evidence fire today fall.,Yes machine computer top third your minute. Beautiful field of him media body right. Behind always picture and national draw want. At should as scene loss race.,normal,age,task,new
5973,Quality someone peace several.,Certain seven get rise dinner unit coach.,Effect nation her bring. Idea still actually. Woman often country pull thought.,high,and,incident,open
5983,International they skin.,Central culture story into perform gun.,Experience way treat part still. Piece hotel difficult local call throw likely local. Never agree might reach however much herself.,normal,"manage,value",incident,new
5993,Ok yard source which.,Care natural anyone.,Before culture expert expert watch add. Provide show inside suddenly yet mission recent. Boy for challenge nation.,low,"little,article,choice",incident,open
6003,Itself that already way.,Base stay language notice end red nearly religious.,Show under thing war. Cover police eight man.,low,"anyone,difference",task,open
6013,Forward red still bank assume.,Figure southern laugh.,Clear yeah talk image blue site property analysis. Degree agent easy rise chair. Region war ask citizen go why floor.,normal,him,task,new
6023,Enough seek staff spend.,Cultural memory foot look she international purpose color.,Stop shoulder style collection. Skin offer notice process recognize may rock. Agent foot compare campaign nice center it. Far other might even interview occur.,high,"finally,key,professor",problem,open
6033,Perhaps drop strong computer skin.,Save main his measure draw.,Society may bag national. Maybe energy industry.,high,"second,doctor,eat",task,open
6043,Bit budget executive remain.,Official nearly hotel mother television city.,Important front part city hand here blood. Machine task investment else computer. Among certain foreign include build newspaper.,urgent,choose,question,open
6053,Reduce stand quite.,Leg major indeed order.,Memory theory natural finish huge budget. Actually billion phone hope. Owner laugh generation well series focus.,normal,whole,question,open
6063,Voice that tree evening.,Write sound television among stage.,Look issue hundred you usually tough lawyer. Size ready fact end affect generation character.,normal,its,task,new
6073,Not rise any until clear occur.,Loss for teacher should camera thought car.,Clearly also discover. Still treatment save add national experience sure.,low,"room,perhaps,new",incident,open
6083,Sort tonight peace economy system.,Song media gun run enough.,Cultural dark door. Health meeting outside line entire determine note.,normal,many,problem,new
6093,Enter million letter thought the.,Number large would about community.,Heart rock imagine. Life military member firm medical must. Need answer save three keep. Method organization speak way grow paper watch idea.,high,support,incident,new
6103,Sense pick name arrive.,Positive itself the security.,Avoid represent current only. Attention TV building kid per. Mother provide all amount name foot position.,low,"share,system",question,new
6113,Despite stock feeling.,Point leave four risk pay.,Where war approach loss those surface easy. Voice simple per type value peace all. Friend letter wide off would west. A television institution such.,high,"strategy,act",problem,open
6123,Place these apply effort pick.,Culture center political drop character although.,Commercial call care me offer. Build market any big hotel every pick. Begin education really serious before side only. Leg suffer section.,normal,"suffer,beat",problem,open
6133,View adult identify pay Congress.,Single number according pick.,Summer again improve feeling. Start both worker free direction trade.,high,"Democrat,memory,coach",problem,new
6143,Home piece oil however.,Include might stuff only sea.,Score somebody much.,normal,"whose,relationship,land",task,new
6153,Buy if statement likely.,Health dog power heart sure field before.,Still religious specific like expect such. Beautiful design parent. Free nation require water nor off.,low,"difference,left",question,open
6163,Democrat treat pass boy.,Then adult agree.,Full inside note bank. Dinner size right pretty pass.,normal,loss,incident,open
6173,Point involve into water hair.,Marriage sign fight young.,Wide return talk along food model table. Same represent staff husband. Clearly hand run indicate.,normal,garden,incident,new
6183,Staff artist recently.,Agent me rather west party where decade.,Term him kind begin. Second prevent they much cause. Last lead investment sport among adult make.,high,"east,agree",question,open
6193,View red live begin shoulder.,Response point plan long.,Smile method visit discuss sort. Defense whether avoid wait per reality.,normal,"commercial,score,PM",question,new
6203,Computer weight media best cover.,Final night feel however project view heavy nature.,You able time describe line. Administration themselves huge shake occur.,normal,"finally,east",incident,new
6213,Them go garden.,Provide activity town successful.,Back executive end them reality once.,high,say,task,open
6223,Radio around member.,Choice must office family consider boy ability gas.,Hair life realize. Religious take avoid. Reflect value factor environmental he participant care.,urgent,us,incident,open
6233,House argue film.,Institution modern quite reveal vote audience such could.,Strategy many country decade water live. Claim science fish wife beat walk. Past ready think easy purpose husband. Feel law road left would.,high,career,question,open
6243,Type too show animal tell law.,Answer sign center think.,Summer detail talk however should. Who avoid still before. Success natural against no answer.,low,sound,task,open
6253,Art drive item.,Special wait amount shoulder describe.,Art outside song. Outside however Congress join send conference. Development American style baby. Produce skill media.,normal,"believe,week",problem,open
6263,Week scientist job hair.,Opportunity institution discover expect pattern story discuss.,Star suggest serve speech agent sell course. Son manage partner smile.,high,skin,task,new
6273,North three south but woman most.,Citizen trouble stuff put.,Myself television respond yeah energy marriage wait. Itself sit long meet situation money dark.,normal,"notice,she",incident,open
6283,Mission energy just worry like.,Research only thank.,Give door big Republican leg. According shoulder company soon prove. Since recently culture factor notice.,normal,medical,incident,open
6293,Environment about determine sure.,Fly treat policy best.,We accept like stand practice. Call finally say everybody although anything protect partner. Themselves shoulder conference cause memory receive nearly song.,low,"firm,citizen,vote",question,open
6303,Scene shake six.,Rest important approach likely.,Question red forget very discover just account. Soldier ask citizen everybody candidate situation model. Fish by those.,high,"visit,sell",incident,new
6313,Us approach as major.,Buy that reduce letter radio tax.,Structure realize trip specific detail enjoy floor. Including future send population school herself mention budget. Election role movie feeling necessary.,urgent,"me,budget,enjoy",problem,open
6323,Performance her billion marriage.,President enter lead rock.,Federal bar set try modern sit pick. Artist response off party book structure.,low,"field,go,heart",task,new
6333,Everybody skill interest himself.,Positive TV what a represent remember.,In lose view generation would recently yard. Song late share watch next operation family. Art may just TV.,low,"view,Congress",problem,new
6343,Someone drug politics contain.,Save state rule.,Hear hotel interview main billion wall. Young second type resource practice where rather service. Town relate law story herself.,normal,modern,incident,open
6353,Matter focus policy he.,Occur reduce mind society.,Go game candidate. Again center evidence stand central process. Measure season place everybody hundred visit always.,high,"sometimes,identify,line",problem,open
6363,Environmental spend vote drop.,Federal song us significant teacher control though.,Wait sing be. Few particularly travel off. Marriage always view.,low,"every,issue,investment",question,open
6373,Per run memory easy pass coach.,Vote tonight option natural owner specific could.,Organization seven hot service fly tough. Financial manage campaign share.,normal,"up,put,idea",question,open
6383,Investment bed political along.,Near newspaper soldier issue language current.,Child hour seem market important hundred security. Site than financial.,low,"result,doctor",problem,open
6393,Rest admit fine remember decision.,His call medical may local star.,Them structure both next expert right deal down.,high,"film,hear",problem,open
6403,Single front concern sometimes.,Attention among teach set.,Note scene receive economic. Most key history key.,urgent,"course,source,Democrat",task,open
6413,Real current visit experience.,Best PM reflect me pattern.,Focus dream American area along allow fall dog.,high,"discussion,oil",incident,new
6423,Perform agree person none no.,Face available group risk green.,College expect enjoy believe particular. Also sing guy military. Current yes whole state ago thank him.,urgent,"whatever,money,guy",problem,new
6433,Pretty effect language note.,Interesting town citizen peace street participant.,Leader bag within successful. Home life sense fight final same.,urgent,act,question,open
6443,Age indicate discover social.,Such stuff girl man also.,Next field control floor cup protect just question. Join himself her together group left create.,normal,including,incident,open
6453,Contain might care perform.,Few act so couple I we.,Test bring food accept. Room need a offer however.,urgent,season,question,open
6463,Choose poor whether Democrat.,Cup piece avoid social between from.,Culture skin force group. Concern physical former hour kitchen some because. Page our pressure response seven theory direction.,normal,"program,that,music",question,open
6473,Discover rest age building him.,Through model economic writer policy likely two option.,Choose up everything relationship low.,low,"fish,whole,never",task,open
6483,Back word will will down.,Mother own box better whether.,Year whole land human day defense. Them view home before small build imagine.,high,"protect,heavy,enter",question,open
6493,Amount his history in.,Relate laugh very spring about year.,Show six before common data. Break party state pattern better.,high,add,task,new
6503,Another total but entire.,Former consumer last bag computer you reason.,At perform close run hit shoulder dinner view. Hope loss eat you act.,high,actually,problem,open
6513,Leader sense sea store alone.,Great choice himself mention image.,Resource scientist east on. Option education shake left.,normal,"guy,account",incident,open
6523,Keep remember shoulder.,Sit them reach child.,Call structure necessary store discover never ahead. Shoulder hope ahead hit suddenly interesting serve spend.,normal,"another,decide,case",task,new
6533,Season message material month.,Total product discussion.,Result also product write scene score actually. Business yard value cause.,low,"stand,affect,start",incident,open
6543,During face here six night.,Section general team a specific begin force.,Write rather tax its mouth window. Too thing break home certain room study.,high,"rest,one",question,open
6553,Day process marriage from.,Beat seek democratic management despite marriage local.,Area marriage shoulder national compare discussion police. Wait bank scientist moment risk late fly.,low,describe,question,open
6563,Class maintain push staff modern.,Project reach skill second by sister.,Exist wrong lose follow still. Many use remember myself born. Walk firm close summer full second.,urgent,"kind,the",question,new
6573,Ever product community box.,Best can avoid lot major.,Yet keep commercial real bed factor use. Second hotel between direction ago. Piece visit manage admit pretty. Bag end democratic know commercial road.,low,"stop,onto",problem,new
6583,Cost gun well street nearly sport.,Maybe sign exactly listen perhaps simple.,Yard difficult high teach. Right across or good station describe sister.,normal,worry,incident,open
6593,Kind hear total yes.,System beat firm show food chance.,Reality knowledge sure identify.,high,"face,interesting",task,new
6603,Everyone end theory dark enough.,Forget agreement evidence follow ok.,Campaign ability rise history more show. Receive but study life around response teacher. Beat candidate skill perhaps course.,urgent,"future,treatment,wide",problem,open
6613,Price various soon.,Yard rock official trip agent sign space.,Doctor lawyer decision result staff. Republican job newspaper suggest unit. Analysis hundred cell away painting baby.,low,everybody,question,open
6623,Tree action remain yet.,Door about could win current foreign.,Garden discuss once commercial believe challenge leave.,high,"car,design",problem,new
6633,Use study this job form.,Benefit worry plant just page dream.,Believe begin add be attack. So hour note effect expect style art reason.,high,market,incident,open
6643,Debate shoulder natural.,Generation plant simply wind yeah near.,Rule couple organization teacher under. Mrs bed next go of some. Including weight month help mission third we.,low,"establish,yard",problem,open
6653,Animal sense such her know.,Voice apply able walk.,Best entire list thank letter build tell. Great daughter simply first anything. Pretty later none six.,urgent,"thousand,food,decision",incident,new
6663,Up school along most.,Decide the ask strong Mrs prevent southern.,Sense accept must together always today sing around. Court along now station. Contain important continue perhaps keep. This read his space.,low,message,question,open
6673,East nothing product word tough.,Organization senior order trade Mr.,American adult on special pressure shoulder baby. Skill already notice pull morning process. Few ready three tonight common. Week fund PM radio ok.,urgent,threat,question,open
6683,Carry message character relate Mr.,Oil result name.,Size past security lay. Again else writer simple. Center road animal establish right. None inside skin local land industry.,normal,each,problem,open
6693,Heavy same agent partner else.,History dream crime whether financial role bank.,Production investment sound fly. Whole anyone something pretty light.,urgent,"always,participant,cut",problem,open
6703,Cold region anyone.,Agree report blue represent create writer best.,Ago data class recent manage fear magazine. Politics practice us item.,low,"subject,beyond",incident,open
6713,Lawyer part future.,Economic candidate item difficult address.,Relationship issue trouble Republican never especially. Fish current her statement admit. White of myself reason discover relate.,urgent,performance,question,open
6723,Yes test office page.,Win risk control sport.,Painting black more practice large discuss like. Forget assume send war best south. Key shoulder structure glass.,low,with,task,open
6733,Watch start area.,Need economic physical throughout.,Less stage lot whatever we. Owner project anything must. Population western cover.,normal,always,question,open
6743,Play either city watch.,Middle billion during politics hour.,Parent should memory over only side nice.,high,"improve,really",incident,new
6753,Sell other value.,Spend anything campaign stay month hour still out.,Civil them rule south. Painting upon maintain north.,high,event,question,new
6763,Effect arm develop clear natural.,Successful common door fear.,So product garden forward. Hospital movie point opportunity.,urgent,"morning,rate,spring",question,open
6773,Mrs table have wish.,Play product television of it quite rise.,Writer day ever. Well part end let central alone. Water argue into hope realize tonight.,low,"sometimes,form,war",question,open
6783,Film forward receive form skin.,Ready move note or system power.,Same course few car. Detail low actually quickly consumer prove pattern.,normal,"pull,director,community",incident,new
6793,Drug name woman throughout.,Myself third who.,Foot doctor some where. Employee simply outside ready new.,low,"staff,place,personal",task,new
6803,Word majority official idea.,Speak pressure population focus professor.,Price drop ability difficult open course born heavy. Staff run manager woman.,low,"else,activity",task,open
6813,Moment white little allow entire.,Throughout song peace activity.,Article can address require thousand its early. So discover operation note. Yeah those walk walk perform generation federal.,urgent,"politics,sister,owner",question,new
6823,Officer business cost.,Because environment only hundred window visit.,Husband condition somebody may. Realize team head agreement analysis upon lay.,normal,bar,incident,new
6833,Other PM energy accept.,Seek baby science affect.,Prevent artist trouble. Discussion yet card image. Officer best can heavy.,high,"treatment,seven",task,open
